"","account_length","international_plan","voice_mail_plan","number.vmail.messages","total_day_calls","total_day_charge","total_eve_calls","total_eve_charge","total_night_calls","total_night_charge","total_intl_calls","total_intl_charge","customer_service_calls","churn"
"1687",144,"0","0",0,95,47.35,90,20.46,90,5.4,5,3.13,1,"1"
"1688",24,"0","1",29,105,40.17,114,16.22,105,5.81,2,1.94,3,"0"
"1689",54,"0","0",0,113,46.55,133,10.17,117,12.04,3,3.16,1,"0"
"1690",50,"0","0",0,129,22.29,94,13.64,88,9.31,9,1.51,4,"1"
"1691",92,"0","1",23,83,28.46,129,21.98,110,5.24,3,3.02,4,"0"
"1692",96,"0","0",0,68,33.61,53,21.29,67,8.15,3,2.84,3,"0"
"1693",146,"0","0",0,93,28.82,71,19.63,115,12.14,7,2.43,2,"0"
"1694",138,"1","1",17,116,38.28,88,14.74,99,6.56,4,3.16,0,"0"
"1695",102,"0","0",0,73,29.67,114,18.16,116,7.41,5,2.78,4,"0"
"1696",76,"0","0",0,84,22.05,80,15.09,87,10.3,3,2.03,4,"1"
"1697",99,"0","0",0,66,34,104,9.17,82,10.52,2,3.08,3,"0"
"1698",83,"0","1",36,87,16.3,105,22.24,109,10.29,4,3.59,0,"0"
"1699",36,"0","1",25,110,25.98,67,20.64,74,6.63,2,2.46,1,"0"
"1700",70,"0","0",0,102,22.08,133,17.74,93,10.41,3,3.86,1,"0"
"1701",109,"1","0",0,85,45.63,131,12.8,84,13.41,8,2.62,2,"1"
"1702",100,"0","0",0,152,32.05,115,12.61,88,8.09,5,4.1,2,"0"
"1703",104,"0","0",0,97,29,111,13.78,131,9.48,1,1.65,1,"0"
"1704",106,"0","0",0,124,32.54,116,17.06,76,10.35,3,2.21,1,"0"
"1705",84,"0","0",0,96,12.8,113,15.29,134,8.72,1,3.32,1,"0"
"1706",80,"0","0",0,123,25.47,75,23.49,75,10.86,7,2.94,2,"0"
"1707",100,"0","0",0,87,19.7,56,9.46,77,7.66,4,1.92,1,"0"
"1708",99,"0","0",0,86,21.9,105,17.33,131,12.72,4,3.81,2,"0"
"1709",50,"0","0",0,108,22.39,103,18.4,126,8.82,5,2.97,1,"0"
"1710",105,"0","0",0,48,17.24,119,13.52,53,11.66,2,3.29,1,"0"
"1711",113,"0","1",23,104,25.33,67,20.04,76,9.08,5,2.57,4,"0"
"1712",111,"0","1",36,123,16.46,105,14.5,85,7.47,4,3.62,2,"0"
"1713",161,"0","0",0,121,18.28,67,21.79,131,11.12,3,3.4,2,"0"
"1714",70,"0","0",0,95,39.58,111,25.79,104,11.5,7,3.48,0,"1"
"1715",97,"0","1",43,105,20.59,115,22.12,100,10.01,5,2.24,3,"0"
"1716",130,"0","0",0,70,21.13,99,23.01,83,10.78,6,0.95,0,"0"
"1717",92,"0","0",0,101,26.81,100,25.38,99,9.76,3,3.73,1,"0"
"1718",119,"0","0",0,68,21.13,88,17.6,93,7.08,1,4,0,"0"
"1719",115,"0","0",0,125,48.69,74,17.48,141,8.61,6,1.86,1,"1"
"1720",134,"0","0",0,95,24.09,101,17.48,60,9.83,6,2.38,0,"0"
"1721",127,"0","1",25,91,29.41,64,20.89,99,13.5,3,1.3,0,"0"
"1722",80,"0","0",0,120,45.68,147,25.59,140,7.52,1,1.57,2,"1"
"1723",153,"0","1",31,130,37.15,103,11.41,105,5.35,6,2.54,0,"0"
"1724",85,"0","0",0,114,43.4,83,16.54,78,12.45,5,1,3,"0"
"1725",79,"0","0",0,124,7.12,95,17.94,55,10.71,5,3.08,1,"0"
"1726",35,"0","0",0,87,44.34,78,21.94,123,5.91,2,1.57,1,"0"
"1727",120,"0","1",26,94,40.7,88,22.05,132,10.71,3,2.08,0,"0"
"1728",68,"0","0",0,94,38.54,129,14.31,117,8.49,1,2.75,0,"0"
"1729",60,"0","0",0,147,30.48,89,17.76,98,11.17,6,3.65,1,"1"
"1730",120,"0","0",0,110,26.86,103,16.75,132,6.97,5,2.7,1,"0"
"1731",71,"0","1",23,82,29.87,136,22.01,132,12.08,7,3.81,1,"0"
"1732",124,"0","0",0,107,26.76,112,14.26,102,8.5,3,2.38,3,"0"
"1733",23,"0","0",0,74,19.23,95,14.35,126,11.83,2,1.86,1,"1"
"1734",167,"0","0",0,142,31.06,63,20.95,103,9.81,2,2.38,1,"0"
"1735",181,"1","0",0,83,27.42,83,10.57,98,11.79,3,3.81,0,"1"
"1736",63,"0","0",0,92,24.23,102,17.71,120,10.3,2,2.03,2,"0"
"1737",54,"1","0",0,108,32.39,108,22.07,111,6.37,2,2.62,2,"1"
"1738",80,"1","1",15,110,27.08,120,14.5,82,6.35,5,3.21,1,"0"
"1739",118,"1","1",39,106,26.15,111,10.48,103,5.3,6,2.48,1,"0"
"1740",42,"1","0",0,127,30.72,94,14.84,114,7.44,6,3.24,2,"0"
"1741",134,"0","0",0,105,34.46,90,19.12,108,11.43,7,3.27,0,"0"
"1742",66,"0","1",35,100,32.44,93,22.21,108,9.43,6,2.4,0,"0"
"1743",66,"0","0",0,102,34.87,109,19.78,95,11.7,6,2.48,2,"0"
"1744",127,"0","1",28,124,40.05,113,20.13,127,10.85,2,2.08,1,"0"
"1745",146,"0","0",0,77,32.18,128,13.25,83,8.37,3,2,0,"0"
"1746",93,"0","1",42,101,28.37,84,23.22,106,7.69,1,3.11,1,"0"
"1747",77,"0","0",0,87,41.68,83,21.6,91,10.77,4,2.03,0,"1"
"1748",111,"0","0",0,125,22.54,67,18.79,101,5.76,2,3.43,4,"1"
"1749",125,"0","0",0,64,30.99,121,11.88,96,7.72,7,3.13,2,"0"
"1750",115,"0","1",14,86,32.69,90,7.54,120,10.32,3,2.84,2,"0"
"1751",115,"1","0",0,110,20.74,100,18.72,124,8.09,2,2.92,2,"1"
"1752",114,"0","0",0,101,32.81,81,21.25,79,6,2,2.59,2,"0"
"1753",106,"0","0",0,112,26.96,114,18.7,106,11.38,3,2.46,0,"0"
"1754",118,"0","1",39,125,15.56,113,18.69,99,10.31,8,3.43,2,"0"
"1755",59,"0","0",0,92,26.11,88,17.47,89,5.15,10,3.38,1,"0"
"1756",87,"1","1",40,79,37.67,74,13.35,124,10.01,3,3.11,1,"0"
"1757",21,"0","0",0,81,41.6,117,14.28,87,12.67,1,1.78,1,"0"
"1758",142,"0","1",24,103,40.77,65,24.3,106,11.55,4,2.57,0,"0"
"1759",62,"0","0",0,132,29.31,100,19.59,109,10.27,5,2.97,0,"0"
"1760",149,"0","0",0,83,41.23,97,20.86,80,9.88,3,2.7,3,"1"
"1761",54,"0","1",39,82,19.99,60,13.53,113,10.64,10,3.05,2,"0"
"1762",112,"0","0",0,127,29.67,71,22.04,120,7.67,7,3.05,1,"0"
"1763",68,"0","0",0,83,26.74,85,18.78,129,9.85,7,3.24,1,"0"
"1764",201,"0","1",21,97,32.64,81,20.32,125,5.22,3,4.08,1,"0"
"1765",88,"0","0",0,76,37.09,60,14.39,99,6.35,1,2.16,1,"0"
"1766",85,"0","1",29,97,24.58,102,11.9,148,7.44,3,2.94,1,"0"
"1767",51,"1","0",0,108,26.11,85,19.8,92,9.64,4,3.81,0,"1"
"1768",45,"0","1",29,104,23.09,101,18.91,92,10.6,6,2.13,2,"0"
"1769",116,"0","0",0,69,27.32,106,12.48,144,12.95,5,2.21,0,"0"
"1770",146,"0","1",31,91,34.43,108,20.52,77,7.63,2,2.11,1,"0"
"1771",63,"0","1",34,119,25.87,91,19.3,103,8.81,5,3.32,1,"0"
"1772",133,"0","0",0,90,38.66,135,6.22,99,5.14,7,1.27,0,"0"
"1773",125,"0","0",0,115,32.57,108,17.48,123,9.46,3,2.48,2,"0"
"1774",72,"0","0",0,111,23.61,102,17.99,91,8.08,3,2.92,1,"0"
"1775",130,"0","0",0,102,21.59,107,17.59,99,10.43,6,1.65,0,"0"
"1776",97,"0","0",0,87,28.66,105,22.03,123,12.59,4,1.97,1,"0"
"1777",54,"0","0",0,73,48.72,108,18.97,107,9.17,5,3.11,1,"1"
"1778",160,"0","1",29,121,27.98,108,22.34,131,5.57,4,4.1,1,"0"
"1779",79,"0","0",0,90,24.48,91,11.54,129,9.56,4,3.51,1,"0"
"1780",92,"0","1",47,95,24.07,130,17.67,95,9.16,9,2.75,0,"0"
"1781",59,"0","0",0,65,34.73,123,21.02,94,9.66,4,3.24,1,"0"
"1782",132,"0","0",0,80,27.74,90,14.25,90,3.94,10,1.67,1,"0"
"1783",21,"0","0",0,110,38.25,111,20.76,93,9.95,4,2.89,0,"0"
"1784",93,"0","0",0,103,29.94,130,16.97,96,11.88,6,2.3,2,"0"
"1785",147,"0","1",36,78,43.21,105,19.39,125,4.41,7,3.73,4,"0"
"1786",101,"0","0",0,105,29.73,75,22.27,93,9.45,5,2.3,1,"0"
"1787",125,"1","0",0,118,31.84,111,13.66,112,11.87,2,2.59,0,"1"
"1788",63,"0","0",0,84,36.01,137,19.63,99,9.77,9,2.89,3,"0"
"1789",107,"0","0",0,102,41.12,117,10.79,92,8.35,6,3.16,0,"0"
"1790",110,"0","0",0,103,33.34,123,16.97,71,6.12,1,3.48,3,"0"
"1791",83,"0","0",0,100,39.32,84,17.88,106,9.78,2,3.35,3,"0"
"1792",117,"0","0",0,104,27.47,119,16.69,111,13.27,2,3.73,1,"0"
"1793",124,"0","0",0,103,32.98,116,20.49,132,10.24,5,3.21,0,"0"
"1794",115,"0","0",0,148,18.65,87,19.02,96,10.81,8,4.16,3,"0"
"1795",156,"1","0",0,119,47.09,106,20.26,96,4.25,3,2.24,1,"0"
"1796",89,"0","0",0,83,32.66,88,13.91,138,7.64,3,1.65,0,"0"
"1797",72,"0","0",0,147,33.73,121,18.44,125,5.08,4,3.54,0,"0"
"1798",101,"0","1",42,82,35.56,74,13.57,100,8.17,3,2.57,0,"0"
"1799",53,"0","0",0,98,31.42,125,18.39,116,6.35,3,3.97,2,"0"
"1800",116,"0","0",0,119,28.53,123,12.07,128,8.58,4,1.97,2,"0"
"1801",78,"0","0",0,140,23.66,113,16.27,125,12.89,3,3.19,3,"0"
"1802",117,"0","1",17,82,37.62,100,14.25,87,11.82,4,1.19,0,"0"
"1803",56,"0","0",0,84,20.67,115,14.05,95,10.98,2,2.4,1,"0"
"1804",123,"0","1",39,99,45.97,110,20.83,113,4.9,7,4.16,1,"0"
"1805",127,"0","0",0,94,23.73,112,20.48,88,5.72,4,2.38,2,"0"
"1806",116,"0","1",23,78,43.01,121,11.81,104,12.5,3,3.19,2,"0"
"1807",138,"0","1",26,83,31.26,93,20.46,125,8.36,3,4.05,1,"0"
"1808",120,"0","0",0,108,34.56,66,22.09,103,5.22,2,2.11,3,"0"
"1809",102,"0","0",0,106,34.1,127,12.96,128,8.97,2,2.08,3,"0"
"1810",95,"0","0",0,96,28.49,89,14.96,113,11.29,6,3.62,2,"0"
"1811",102,"0","0",0,67,26.61,103,17.37,72,6.39,2,2.67,2,"0"
"1812",89,"0","1",25,140,36.57,69,16.78,117,7.29,10,2.86,1,"0"
"1813",50,"0","0",0,82,51.29,118,14.2,89,3.25,6,2.84,1,"0"
"1814",93,"0","1",42,90,25.89,102,22.74,130,12.01,5,3.05,4,"0"
"1815",68,"0","0",0,116,33.22,101,18.03,134,6.23,9,4.08,1,"0"
"1816",70,"0","0",0,97,35.48,83,23.42,122,8.21,3,2.16,2,"0"
"1817",138,"0","1",29,87,32.32,123,18.97,130,11.53,6,3.83,0,"0"
"1818",141,"0","1",37,87,31.52,128,15.17,107,9.82,3,2.16,4,"0"
"1819",112,"0","1",17,95,31.14,125,21.49,95,7.05,3,2.62,0,"0"
"1820",117,"1","0",0,100,9.21,84,25.77,84,7.73,2,2.32,1,"1"
"1821",1,"0","1",26,115,35.36,113,15.73,144,8,9,2.19,1,"0"
"1822",70,"0","0",0,110,39.15,87,6.62,105,11.12,4,3.56,1,"0"
"1823",87,"0","1",22,102,40.94,106,6.45,115,10.11,3,1.92,2,"0"
"1824",52,"0","1",21,119,33.27,95,9.03,94,7.08,3,1.43,2,"0"
"1825",97,"0","0",0,82,46.94,106,17.09,73,10.41,4,2.4,0,"1"
"1826",105,"0","0",0,93,28.24,106,14.95,55,10.96,3,4.37,2,"0"
"1827",77,"0","1",28,117,23.1,102,20.78,74,9.34,3,3.11,4,"1"
"1828",80,"1","0",0,122,32.15,92,18.97,116,12.11,3,3.75,2,"1"
"1829",120,"0","1",43,117,30.24,70,14.88,117,7.26,4,3.11,1,"0"
"1830",54,"0","1",39,73,24.46,117,17.88,117,5.81,8,3.38,2,"0"
"1831",148,"1","0",0,138,25.19,123,13.57,62,8.88,3,2.32,2,"0"
"1832",119,"0","0",0,115,48.81,99,13.54,86,9.76,1,3.75,2,"1"
"1833",162,"0","1",26,144,30.55,129,18.54,105,9.55,8,2.51,1,"1"
"1834",85,"0","0",0,96,28.19,141,16.15,116,6.48,3,2.94,4,"1"
"1835",101,"0","1",25,144,24.5,105,14.25,107,10.8,3,3.92,1,"0"
"1836",172,"0","0",0,85,29.33,71,21.51,113,9.97,6,1.59,0,"0"
"1837",80,"0","0",0,138,33.97,91,14.2,94,12.23,4,1.49,1,"0"
"1838",67,"0","0",0,134,18.55,76,12.1,86,4.1,5,2.94,2,"0"
"1839",86,"0","0",0,106,29.21,67,25.64,108,6.27,5,2.62,1,"0"
"1840",107,"0","0",0,101,37.79,111,24.31,117,11.22,4,3.27,1,"1"
"1841",133,"0","0",0,102,41.79,90,22.5,103,5.03,7,3.02,0,"0"
"1842",116,"0","0",0,110,27.98,103,23,109,10.37,3,2.16,0,"0"
"1843",63,"0","0",0,107,35.99,77,23.09,108,9.15,7,2,0,"0"
"1844",119,"1","1",16,103,25.02,96,13.61,120,8.28,2,2.08,0,"1"
"1845",133,"1","0",0,103,43.3,80,21.44,103,8.01,3,2.16,0,"1"
"1846",94,"1","0",0,113,28.92,94,23.1,78,4.98,4,2.35,1,"0"
"1847",69,"0","0",0,91,33.17,57,22.23,90,9.17,5,3.08,0,"0"
"1848",146,"0","0",0,83,25.38,130,15.9,100,6.74,4,2.13,4,"1"
"1849",119,"0","0",0,75,13.92,114,21.57,125,9.59,1,2.4,2,"1"
"1850",142,"1","1",25,109,32.49,120,12.72,60,10.25,3,2.65,0,"0"
"1851",123,"0","0",0,115,35.17,86,19.07,60,8.88,2,2.24,3,"0"
"1852",101,"0","0",0,133,40.63,106,23.21,93,12.52,8,3.65,1,"1"
"1853",43,"0","0",0,97,30.48,126,21.48,114,10.24,5,2.16,0,"0"
"1854",69,"0","0",0,91,31.5,88,18.62,107,10.96,5,1.49,0,"0"
"1855",15,"1","0",0,80,24.04,76,10.53,88,14.56,3,2.19,2,"0"
"1856",107,"0","1",25,91,42.26,115,10.14,83,8.74,1,3.24,1,"0"
"1857",67,"0","0",0,131,25.93,107,21.45,104,8.34,3,1.32,2,"0"
"1858",99,"0","0",0,102,24.75,87,19.63,86,8.17,7,3.08,1,"0"
"1859",46,"0","0",0,116,27.91,153,16.68,119,10.62,1,2.19,1,"0"
"1860",55,"1","0",0,115,37.57,97,14.06,117,10.59,4,2.62,1,"0"
"1861",39,"0","0",0,126,50.22,117,19.73,123,9.2,2,3.11,1,"1"
"1862",92,"0","0",0,98,23.77,143,14.87,135,9.07,7,2.54,2,"0"
"1863",56,"0","0",0,99,27.59,78,12.67,115,11.5,1,4,4,"1"
"1864",76,"0","0",0,97,46.36,95,20.09,105,10.6,2,2.08,0,"1"
"1865",132,"1","1",33,75,34.05,67,19.26,91,8.95,3,3.48,2,"0"
"1866",140,"0","1",28,77,26.71,97,14.65,94,8.3,9,3,1,"0"
"1867",51,"1","1",12,60,23.09,134,17.05,98,8.66,7,3.32,2,"0"
"1868",27,"0","0",0,110,40.24,92,19.71,85,7.41,6,3.43,1,"0"
"1869",167,"0","0",0,133,18.94,66,14.88,106,9.77,6,1.49,3,"0"
"1870",105,"1","1",28,89,26.54,114,9.1,95,7.55,3,3.97,0,"1"
"1871",117,"0","0",0,93,32.49,56,24.04,118,3.82,4,3.24,2,"0"
"1872",91,"0","0",0,123,26.01,127,11.99,76,7.72,9,2.78,1,"1"
"1873",135,"0","0",0,123,37.2,64,20.64,80,3.86,3,2.78,4,"0"
"1874",146,"0","0",0,101,34.92,77,11.47,83,13.97,2,2.78,3,"0"
"1875",147,"1","0",0,111,38.28,98,15.72,146,6.44,1,2.67,0,"1"
"1876",68,"0","0",0,127,42.48,118,21.63,98,12.29,6,2.4,2,"1"
"1877",68,"0","0",0,89,22.37,109,11.65,107,11.53,5,2.75,3,"0"
"1878",86,"0","1",21,99,33.64,100,14.08,120,9.36,9,2.73,0,"0"
"1879",131,"0","0",0,129,28.31,107,17.87,93,11.57,5,2.67,1,"0"
"1880",86,"0","1",29,79,38.32,112,15.9,112,12.65,3,3.48,1,"0"
"1881",159,"0","0",0,103,46.89,108,16.11,93,10.08,5,2,2,"1"
"1882",134,"0","1",40,105,24.29,61,7.53,96,13.05,6,2.92,1,"0"
"1883",113,"0","0",0,113,35.22,80,21.76,87,9.49,1,2.67,1,"0"
"1884",132,"0","0",0,100,35.05,118,17.95,122,8.83,6,2.75,1,"0"
"1885",85,"0","0",0,66,35.75,76,16.64,82,9.97,7,3.02,1,"0"
"1886",93,"1","1",38,117,38.37,122,10.17,125,8.69,7,3.78,1,"1"
"1887",174,"0","1",33,91,28.53,91,17.45,132,5.85,4,3.92,4,"1"
"1888",61,"0","0",0,118,33.61,96,12.94,93,9.95,3,1.89,2,"0"
"1889",91,"0","1",39,105,28.87,116,5.54,92,6.5,4,2.94,1,"0"
"1890",88,"0","1",28,104,32.4,105,20.17,116,9.52,1,2.65,2,"0"
"1891",88,"0","1",45,140,13.65,101,13.03,123,13.91,3,3.46,2,"0"
"1892",195,"0","1",36,110,39.39,88,19.13,89,9.08,2,3.27,0,"0"
"1893",182,"0","0",0,114,11.75,109,19.58,96,11.55,4,1.76,0,"0"
"1894",118,"0","0",0,60,32.1,64,18.48,100,9.9,7,2.21,4,"0"
"1895",103,"0","0",0,125,25.6,126,14.37,104,9.95,8,2.81,4,"1"
"1896",65,"0","0",0,89,32.64,88,11.86,102,8.43,4,1.49,2,"0"
"1897",61,"0","1",25,78,27.83,112,9.62,118,6.03,3,2.67,3,"0"
"1898",172,"0","0",0,100,35.99,101,16.89,136,13.58,9,1.76,1,"0"
"1899",72,"0","0",0,103,29.84,120,11.25,96,10.93,3,3.19,1,"0"
"1900",113,"0","0",0,120,25.52,85,17.01,105,12,3,2.97,2,"0"
"1901",177,"0","0",0,99,32.22,117,14.99,112,10.17,2,3.83,1,"0"
"1902",100,"0","0",0,94,12.04,102,18.33,125,10.39,1,2.57,4,"1"
"1903",67,"0","0",0,102,36.64,95,16.21,106,9.65,6,2.32,1,"0"
"1904",136,"0","0",0,105,17.29,99,17.24,119,6.13,6,2.54,3,"0"
"1905",71,"0","0",0,132,43.93,119,10.78,87,8.21,8,2.62,4,"0"
"1906",134,"0","0",0,126,41.21,115,13,115,14.32,6,3.19,1,"0"
"1907",124,"0","0",0,82,22.41,119,24.17,101,13.75,2,3.05,1,"0"
"1908",84,"0","0",0,102,32.33,141,16.8,102,11.14,6,2.65,2,"0"
"1909",39,"0","0",0,104,26.2,112,17.36,92,8.83,4,2.65,2,"0"
"1910",110,"0","0",0,127,31.96,118,7.69,64,6.76,3,4.13,3,"0"
"1911",102,"0","0",0,70,17.53,129,23.38,92,6.35,5,3.02,1,"0"
"1912",70,"0","0",0,130,29.82,130,13.56,96,11.73,4,3.13,0,"0"
"1913",142,"0","0",0,93,24.72,98,17.77,96,9.63,1,2.94,1,"0"
"1914",81,"1","0",0,85,42.6,50,15.97,131,5.41,5,2.11,1,"0"
"1915",17,"0","0",0,123,27.46,81,18.21,106,14.18,5,2.32,1,"0"
"1916",119,"0","0",0,101,44.22,68,21.8,89,10.31,2,2.7,1,"1"
"1917",105,"0","0",0,124,47.82,96,25.63,109,9.13,3,2.35,0,"1"
"1918",108,"1","1",42,90,22.12,128,14.2,80,11.01,5,3.67,3,"1"
"1919",90,"0","0",0,118,17.34,134,9.63,105,8.49,3,3.08,2,"0"
"1920",100,"0","1",33,104,37.18,144,13.18,117,4.46,4,3.27,1,"0"
"1921",155,"0","1",30,86,21.85,91,16.01,85,11.45,6,1.84,1,"0"
"1922",113,"0","0",0,100,21.88,67,19.3,135,8.01,4,2.48,2,"1"
"1923",123,"0","0",0,92,29.27,76,13.82,101,11.26,4,2.35,1,"0"
"1924",145,"0","0",0,124,33.86,86,10.71,135,13.01,3,2.05,1,"0"
"1925",42,"0","0",0,98,31.37,93,17.04,91,12.56,3,2.38,2,"0"
"1926",125,"0","0",0,99,28.66,107,14.93,92,10.95,7,2.94,0,"0"
"1927",131,"0","1",30,118,29.58,81,17.45,90,9.82,3,1.81,1,"0"
"1928",107,"0","0",0,65,39.17,80,21.88,88,4.83,3,2.3,1,"0"
"1929",48,"0","0",0,73,33.69,115,17.24,73,6.59,5,1.38,1,"0"
"1930",76,"0","0",0,96,31.64,100,17.99,100,10.38,4,2.16,0,"0"
"1931",128,"0","0",0,105,25.25,106,20.66,114,11.48,2,1.84,1,"0"
"1932",73,"0","0",0,109,26.71,83,22.85,91,8.17,8,2.7,0,"0"
"1933",52,"0","0",0,110,26.35,104,11.34,84,7.92,4,1.89,4,"1"
"1934",126,"1","1",26,123,21.98,114,15,102,6.95,7,2.59,1,"0"
"1935",124,"0","0",0,77,32.05,123,15.47,127,9.82,6,1.65,1,"0"
"1936",137,"0","0",0,120,35.5,100,19.15,130,9.97,5,3,0,"0"
"1937",71,"0","0",0,82,40.46,94,23.67,134,8.69,10,3.19,0,"1"
"1938",139,"0","0",0,103,35.89,108,17.59,70,8.73,4,1.51,0,"0"
"1939",107,"0","1",30,87,33.81,90,17.6,76,7.19,4,3.4,3,"0"
"1940",147,"0","0",0,79,36.18,91,17.35,113,7.03,2,2.75,1,"0"
"1941",116,"0","0",0,126,23.36,94,10.2,64,5.86,2,3.35,3,"0"
"1942",60,"0","1",31,75,32.61,135,22.76,62,9.02,3,3.46,2,"0"
"1943",38,"0","0",0,92,25.33,78,10.097,93,7.35,9,3.75,0,"0"
"1944",63,"0","0",0,118,19.91,90,21.22,84,7.3,4,3,3,"0"
"1945",94,"0","0",0,79,18.36,152,20.56,92,11.34,3,2.81,3,"0"
"1946",131,"0","0",0,133,19.18,116,16.95,105,6.42,5,2.73,0,"0"
"1947",158,"0","0",0,105,29.9,88,16.01,98,8.47,6,2.97,1,"0"
"1948",139,"0","0",0,109,40.22,107,14.44,118,9.55,2,3,1,"1"
"1949",77,"0","0",0,102,28.8,144,15.72,89,10.54,7,1.54,1,"0"
"1950",140,"0","0",0,79,22.03,99,20.93,124,7.74,10,2.54,3,"0"
"1951",72,"0","0",0,97,30.11,105,15.7,94,7.83,6,2.16,1,"0"
"1952",52,"0","1",20,63,22.66,123,15.65,107,12.28,2,3.65,1,"0"
"1953",103,"0","0",0,121,28.53,123,18.1,73,9.37,3,3.51,4,"0"
"1954",74,"0","1",32,107,29.68,115,26.4,92,10.56,4,2.43,1,"0"
"1955",124,"0","0",0,101,25.55,112,21.75,62,6.15,4,3.38,2,"0"
"1956",85,"0","1",21,110,48.14,108,20.37,80,6.73,1,1.7,4,"0"
"1957",113,"0","1",20,83,26.83,56,13.73,100,12.22,2,2.35,4,"1"
"1958",71,"0","0",0,132,24,90,12.67,72,7.71,2,1.89,2,"0"
"1959",177,"0","1",27,106,39.13,78,16.67,108,9.69,2,2.81,1,"0"
"1960",49,"1","0",0,92,40.43,119,17.76,86,7.55,6,4.21,2,"1"
"1961",106,"1","0",0,84,34.68,61,14.32,102,7.38,3,3.59,3,"1"
"1962",60,"0","0",0,106,37.59,48,15.18,90,9.12,3,2,1,"0"
"1963",43,"0","0",0,93,30.12,60,12.12,144,14.13,2,3.43,4,"0"
"1964",66,"0","0",0,133,20.06,99,21.09,122,9.65,5,1.43,1,"0"
"1965",125,"0","0",0,73,27.85,85,21.73,95,8.68,4,4.24,0,"0"
"1966",114,"0","1",4,96,24.02,88,19.58,85,10.07,3,2.54,3,"0"
"1967",112,"0","0",0,119,46.33,94,19.22,94,7.16,5,4.43,3,"1"
"1968",101,"0","1",16,112,20.21,97,19.41,111,8.1,5,2.21,2,"0"
"1969",70,"0","0",0,100,15.264,83,11.59,89,7.05,1,3.27,0,"0"
"1970",59,"0","0",0,96,27.12,123,14.21,106,6.24,4,2.75,0,"0"
"1971",59,"0","0",0,70,25.53,98,15.78,128,9.56,2,3.27,1,"0"
"1972",124,"0","1",30,67,24.57,101,22.3,82,10.19,7,3.24,2,"0"
"1973",99,"0","0",0,88,23.92,98,17.93,125,10.35,4,3.35,2,"0"
"1974",150,"0","0",0,123,28.76,83,18.43,107,8.07,3,3.4,1,"0"
"1975",81,"0","0",0,77,37.54,87,12.62,100,8.28,3,2.05,2,"0"
"1976",86,"0","0",0,96,36.77,77,22.64,110,9.63,3,1.22,0,"0"
"1977",84,"0","0",0,96,28.82,94,13.4,70,4.42,7,2.86,0,"0"
"1978",118,"0","1",35,119,43.57,91,21.94,130,9.7,1,3.16,1,"0"
"1979",89,"0","0",0,128,30.55,92,25.48,120,8.34,3,2.05,1,"0"
"1980",93,"0","0",0,120,45.22,84,11.06,63,7.46,6,3.54,3,"0"
"1981",85,"0","0",0,97,16.44,95,16.47,88,7.73,3,2.62,2,"0"
"1982",160,"0","0",0,116,14.06,95,16.54,54,7.15,9,2.94,0,"0"
"1983",28,"0","0",0,87,28.59,92,13.74,112,8.66,3,2.73,3,"0"
"1984",73,"0","0",0,109,48.69,67,15.15,152,9.64,9,2.89,1,"1"
"1985",156,"0","0",0,95,29.63,128,15.86,105,11.62,5,3.48,3,"0"
"1986",33,"1","0",0,100,32.4,104,13.74,136,8.55,6,3.51,1,"0"
"1987",77,"0","0",0,86,29.84,78,17.43,100,11.03,3,3.97,4,"0"
"1988",119,"0","0",0,102,22.68,71,17.39,103,8.86,7,3,1,"0"
"1989",91,"0","1",27,96,34.78,93,11.56,82,9.47,2,1.78,3,"0"
"1990",102,"0","0",0,88,41.17,89,19.82,121,8.48,6,1.67,3,"0"
"1991",86,"0","1",33,112,43.03,94,17.86,98,4.27,4,3.21,3,"0"
"1992",82,"0","0",0,110,22.1,88,15.75,105,8.04,4,2.24,0,"0"
"1993",89,"0","0",0,151,18,142,16.12,67,7.69,7,3.43,0,"0"
"1994",86,"0","0",0,98,33.01,95,16.47,123,8.64,7,2.51,3,"0"
"1995",134,"0","0",0,111,31.25,92,10.5,105,7.23,2,1.65,1,"0"
"1996",92,"0","0",0,82,33.41,89,16.15,99,7.34,2,2.92,2,"0"
"1997",87,"0","0",0,81,31.37,103,14.62,96,8.25,3,3.7,3,"0"
"1998",64,"0","0",0,113,44.52,99,12.59,74,6.53,4,3.73,0,"0"
"1999",80,"0","0",0,118,34.41,67,22.12,112,7.98,5,2.48,3,"0"
"2000",165,"0","1",39,113,28.46,94,14.68,113,8.67,4,2.57,3,"0"
"2001",153,"0","1",22,104,28.51,91,20.98,117,9.18,9,2.03,1,"0"
"2002",41,"0","1",30,109,32.59,86,16.41,93,6.72,4,3,1,"0"
"2003",108,"0","0",0,78,40.83,109,19.58,83,9.76,1,1.4,2,"0"
"2004",104,"0","1",26,112,32.15,97,15.15,104,8.97,4,3,1,"0"
"2005",115,"0","0",0,67,21.71,90,15.55,92,7.78,7,2.86,1,"0"
"2006",87,"0","0",0,106,34.88,122,8.46,75,8.53,3,3.62,1,"0"
"2007",159,"0","1",23,93,26.11,88,18.44,91,7.26,3,3.4,2,"0"
"2008",119,"0","0",0,129,26.27,87,16.46,145,8.14,3,3.62,2,"0"
"2009",69,"0","0",0,109,26.13,105,16.49,114,11.52,6,3.81,1,"0"
"2010",87,"1","1",36,138,29.1,102,15.79,97,10.24,3,2.92,1,"0"
