"","account_length","international_plan","voice_mail_plan","number.vmail.messages","total_day_calls","total_day_charge","total_eve_calls","total_eve_charge","total_night_calls","total_night_charge","total_intl_calls","total_intl_charge","customer_service_calls","churn"
"1655",84,"no","yes",12,87,15.25,73,11.78,114,7.46,2,2.89,1,"FALSE"
"1656",138,"no","no",0,102,21.61,106,21.05,75,9.35,3,1.35,3,"FALSE"
"1657",101,"no","yes",28,132,18,107,19.69,120,12.66,5,2.89,1,"FALSE"
"1658",136,"no","no",0,79,24.19,113,13.43,75,7.99,11,1.62,2,"FALSE"
"1659",111,"no","no",0,80,32.52,94,11.77,107,11.07,3,1.73,2,"FALSE"
"1660",132,"no","yes",36,93,34.32,75,13.29,92,5.91,5,3.7,0,"FALSE"
"1661",128,"no","no",0,91,42.04,60,15.53,112,6.44,2,3.97,3,"FALSE"
"1662",92,"no","yes",38,96,41.17,144,13.57,108,9.45,1,2.4,1,"FALSE"
"1663",197,"yes","no",0,80,21.64,115,18.9,95,7.83,5,3.7,5,"TRUE"
"1664",191,"no","no",0,104,27.54,120,20.5,83,9.47,7,2.94,1,"FALSE"
"1665",99,"no","yes",33,93,30.45,102,20.26,96,7.46,1,2.86,2,"FALSE"
"1666",106,"no","yes",31,125,33.56,110,10.49,101,5.2,4,3.32,3,"FALSE"
"1667",88,"no","no",0,82,25.19,67,26.24,79,10.59,4,1.73,2,"FALSE"
"1668",78,"no","no",0,85,32.83,105,14.63,119,5.83,1,2.75,0,"FALSE"
"1669",98,"no","no",0,99,29.19,87,14.86,130,8.53,6,2.11,1,"FALSE"
"1670",17,"no","yes",35,123,33.75,74,23,130,9.45,10,2.19,1,"FALSE"
"1671",56,"no","yes",24,87,20.69,76,15.64,98,12,3,3.43,1,"FALSE"
"1672",84,"no","no",0,105,22.13,60,23.63,74,13.74,6,3.78,2,"FALSE"
"1673",95,"no","no",0,96,34.58,61,14.33,105,7.79,3,3.7,2,"FALSE"
"1674",16,"no","no",0,83,29.7,122,23.87,80,7.73,8,2.84,5,"FALSE"
"1675",76,"yes","no",0,120,40.97,96,19.7,67,9.91,1,2.67,1,"TRUE"
"1676",93,"no","no",0,95,24.09,100,18.79,71,10.22,3,2.75,0,"FALSE"
"1677",83,"no","no",0,96,22.92,78,14.21,123,7.27,5,2.08,2,"FALSE"
"1678",123,"no","no",0,119,27.73,51,21.2,77,7.57,10,2.43,1,"FALSE"
"1679",64,"no","no",0,116,24.74,110,19.41,91,12.3,8,2.4,1,"FALSE"
"1680",82,"no","no",0,73,56.07,120,17.71,102,12.02,6,2.86,0,"TRUE"
"1681",107,"no","no",0,97,33.07,131,15.84,106,8.02,1,3.43,2,"FALSE"
"1682",110,"no","no",0,93,22.42,106,23.18,105,8.68,4,1.92,1,"FALSE"
"1683",96,"no","yes",29,91,25.5,75,13.55,55,10.26,3,2.3,1,"FALSE"
"1684",47,"no","yes",30,93,33.42,140,20.52,118,10.17,4,3.48,2,"FALSE"
"1685",115,"no","no",0,107,16.95,96,12.33,99,6.72,4,3.81,2,"FALSE"
"1686",69,"no","no",0,88,24.41,86,12.05,83,8.73,5,2.92,3,"FALSE"
"1687",163,"no","yes",40,56,39.42,91,18,74,12.08,3,3.32,2,"FALSE"
"1688",90,"no","no",0,80,6.43,105,13.2,111,7.88,5,3.83,3,"FALSE"
"1689",98,"no","no",0,107,12.38,103,15.84,110,7.89,4,2.84,3,"FALSE"
"1690",90,"no","yes",39,89,16.12,91,18.62,65,8.88,5,3.08,1,"FALSE"
"1691",174,"no","yes",15,143,37.71,115,17.9,109,9.98,9,3.35,1,"FALSE"
"1692",95,"no","no",0,120,45.73,120,19.86,61,8.07,4,1.97,2,"TRUE"
"1693",79,"no","no",0,114,45.61,111,15.77,88,11.91,7,1.7,1,"TRUE"
"1694",123,"no","yes",27,127,33.78,105,21.17,124,7.79,5,3.38,1,"FALSE"
"1695",99,"no","no",0,75,19.64,111,18.54,98,11.47,7,3.11,7,"TRUE"
"1696",114,"no","no",0,100,34.36,102,16.63,120,13.13,5,3.59,2,"FALSE"
"1697",141,"no","no",0,113,36.65,81,17.05,107,6.92,6,3.35,1,"FALSE"
"1698",132,"no","no",0,107,28.88,121,17.8,79,9.27,2,3.11,1,"FALSE"
"1699",133,"no","no",0,85,34.29,116,14.4,80,12.88,4,1.62,0,"FALSE"
"1700",133,"no","no",0,133,37.59,140,13.62,84,7.28,3,2.27,4,"FALSE"
"1701",93,"no","yes",32,117,37.18,61,9.78,85,8.67,5,2.54,2,"FALSE"
"1702",34,"no","no",0,89,49.93,71,23.16,76,8.02,10,2.97,2,"TRUE"
"1703",140,"no","no",0,108,20.45,84,20.43,74,9.74,3,2.08,4,"TRUE"
"1704",96,"no","yes",26,96,29.89,84,17.56,105,8.01,2,3,2,"FALSE"
"1705",144,"no","no",0,95,47.35,90,20.46,90,5.4,5,3.13,1,"TRUE"
"1706",24,"no","yes",29,105,40.17,114,16.22,105,5.81,2,1.94,3,"FALSE"
"1707",54,"no","no",0,113,46.55,156,10.17,117,12.04,3,3.16,1,"FALSE"
"1708",50,"no","no",0,129,22.29,94,13.64,88,9.31,9,1.51,5,"TRUE"
"1709",92,"no","yes",23,83,28.46,129,21.98,110,5.24,3,3.02,4,"FALSE"
"1710",96,"no","no",0,68,33.61,53,21.29,67,8.15,3,2.84,3,"FALSE"
"1711",146,"no","no",0,93,28.82,71,19.63,115,12.14,7,2.43,2,"FALSE"
"1712",138,"yes","yes",17,116,38.28,88,14.74,99,6.56,4,3.16,0,"FALSE"
"1713",102,"no","no",0,73,29.67,114,18.16,116,7.41,5,2.78,4,"FALSE"
"1714",76,"no","no",0,84,22.05,80,15.09,87,10.3,3,2.03,5,"TRUE"
"1715",99,"no","no",0,66,34,104,9.17,82,10.52,2,3.08,3,"FALSE"
"1716",83,"no","yes",36,87,16.3,105,22.24,109,10.29,4,3.59,0,"FALSE"
"1717",36,"no","yes",25,110,25.98,67,20.64,74,6.63,2,2.46,1,"FALSE"
"1718",70,"no","no",0,102,22.08,133,17.74,93,10.41,3,3.86,1,"FALSE"
"1719",109,"yes","no",0,85,45.63,131,12.8,84,13.41,8,2.62,2,"TRUE"
"1720",100,"no","no",0,152,32.05,115,12.61,88,8.09,5,4.1,2,"FALSE"
"1721",104,"no","no",0,97,29,111,13.78,131,9.48,1,1.65,1,"FALSE"
"1722",106,"no","no",0,124,32.54,116,17.06,76,10.35,3,2.21,1,"FALSE"
"1723",84,"no","no",0,96,12.8,113,15.29,134,8.72,1,3.32,1,"FALSE"
"1724",80,"no","no",0,123,25.47,75,23.49,75,10.86,7,2.94,2,"FALSE"
"1725",100,"no","no",0,87,19.7,56,9.46,77,7.66,4,1.92,1,"FALSE"
"1726",99,"no","no",0,86,21.9,105,17.33,131,12.72,4,3.81,2,"FALSE"
"1727",50,"no","no",0,108,22.39,103,18.4,126,8.82,5,2.97,1,"FALSE"
"1728",105,"no","no",0,48,17.24,119,13.52,53,11.66,2,3.29,1,"FALSE"
"1729",113,"no","yes",23,104,25.33,67,20.04,76,9.08,5,2.57,4,"FALSE"
"1730",111,"no","yes",36,123,16.46,105,14.5,85,7.47,4,3.62,2,"FALSE"
"1731",161,"no","no",0,121,18.28,46,21.79,131,11.12,3,3.4,2,"FALSE"
"1732",70,"no","no",0,95,39.58,111,25.79,104,11.5,7,3.48,0,"TRUE"
"1733",97,"no","yes",43,105,20.59,115,22.12,100,10.01,5,2.24,3,"FALSE"
"1734",130,"no","no",0,70,21.13,99,23.01,83,10.78,6,0.95,0,"FALSE"
"1735",92,"no","no",0,101,26.81,100,25.38,99,9.76,3,3.73,1,"FALSE"
"1736",119,"no","no",0,68,21.13,88,17.6,93,7.08,1,4,0,"FALSE"
"1737",115,"no","no",0,125,48.69,74,17.48,141,8.61,6,1.86,1,"TRUE"
"1738",134,"no","no",0,95,24.09,101,17.48,60,9.83,6,2.38,0,"FALSE"
"1739",127,"no","yes",25,91,29.41,64,20.89,99,13.5,3,1.3,0,"FALSE"
"1740",80,"no","no",0,120,45.68,147,25.59,140,7.52,1,1.57,2,"TRUE"
"1741",153,"no","yes",31,130,37.15,103,11.41,105,5.35,6,2.54,0,"FALSE"
"1742",85,"no","no",0,114,43.4,83,16.54,78,12.45,5,1,3,"FALSE"
"1743",79,"no","no",0,124,7.12,95,17.94,55,10.71,5,3.08,1,"FALSE"
"1744",35,"no","no",0,87,44.34,78,21.94,123,5.91,2,1.57,1,"FALSE"
"1745",120,"no","yes",26,94,40.7,88,22.05,132,10.71,3,2.08,0,"FALSE"
"1746",68,"no","no",0,94,38.54,129,14.31,117,8.49,1,2.75,0,"FALSE"
"1747",60,"no","no",0,147,30.48,89,17.76,98,11.17,6,3.65,1,"TRUE"
"1748",120,"no","no",0,110,26.86,103,16.75,132,6.97,5,2.7,1,"FALSE"
"1749",71,"no","yes",23,82,29.87,136,22.01,154,12.08,7,3.81,1,"FALSE"
"1750",124,"no","no",0,107,26.76,112,14.26,102,8.5,3,2.38,3,"FALSE"
"1751",23,"no","no",0,74,19.23,95,14.35,126,11.83,2,1.86,1,"TRUE"
"1752",225,"no","no",0,142,31.06,63,20.95,103,9.81,2,2.38,1,"FALSE"
"1753",181,"yes","no",0,83,27.42,83,10.57,98,11.79,3,3.81,0,"TRUE"
"1754",63,"no","no",0,92,24.23,102,17.71,120,10.3,2,2.03,2,"FALSE"
"1755",54,"yes","no",0,108,32.39,108,22.07,111,6.37,2,2.62,2,"TRUE"
"1756",80,"yes","yes",15,110,27.08,120,14.5,82,6.35,5,3.21,1,"FALSE"
"1757",118,"yes","yes",39,106,26.15,111,10.48,103,5.3,6,2.48,1,"FALSE"
"1758",42,"yes","no",0,127,30.72,94,14.84,114,7.44,6,3.24,2,"FALSE"
"1759",134,"no","no",0,105,34.46,90,19.12,108,11.43,7,3.27,0,"FALSE"
"1760",66,"no","yes",35,100,32.44,93,22.21,108,9.43,6,2.4,0,"FALSE"
"1761",66,"no","no",0,102,34.87,109,19.78,95,11.7,6,2.48,2,"FALSE"
"1762",127,"no","yes",28,124,40.05,113,20.13,127,10.85,2,2.08,1,"FALSE"
"1763",146,"no","no",0,77,32.18,128,13.25,83,8.37,3,2,0,"FALSE"
"1764",93,"no","yes",42,101,28.37,84,23.22,106,7.69,1,3.11,1,"FALSE"
"1765",77,"no","no",0,87,41.68,83,21.6,91,10.77,4,2.03,0,"TRUE"
"1766",111,"no","no",0,125,22.54,67,18.79,101,5.76,2,3.43,4,"TRUE"
"1767",125,"no","no",0,64,30.99,121,11.88,96,7.72,7,3.13,2,"FALSE"
"1768",115,"no","yes",14,86,32.69,90,7.54,120,10.32,3,2.84,2,"FALSE"
"1769",115,"yes","no",0,110,20.74,100,18.72,124,8.09,2,2.92,2,"TRUE"
"1770",114,"no","no",0,101,32.81,81,21.25,79,6,2,2.59,2,"FALSE"
"1771",106,"no","no",0,112,26.96,114,18.7,106,11.38,3,2.46,0,"FALSE"
"1772",118,"no","yes",39,125,15.56,113,18.69,99,10.31,8,3.43,2,"FALSE"
"1773",59,"no","no",0,92,26.11,88,17.47,89,5.15,10,3.38,1,"FALSE"
"1774",87,"yes","yes",40,79,37.67,74,13.35,124,10.01,3,3.11,1,"FALSE"
"1775",21,"no","no",0,81,41.6,117,14.28,87,12.67,1,1.78,1,"FALSE"
"1776",142,"no","yes",24,103,40.77,65,24.3,106,11.55,4,2.57,0,"FALSE"
"1777",62,"no","no",0,132,29.31,100,19.59,109,10.27,5,2.97,0,"FALSE"
"1778",149,"no","no",0,83,41.23,97,20.86,80,9.88,3,2.7,3,"TRUE"
"1779",54,"no","yes",39,82,19.99,60,13.53,113,10.64,10,3.05,2,"FALSE"
"1780",112,"no","no",0,127,29.67,71,22.04,120,7.67,7,3.05,1,"FALSE"
"1781",68,"no","no",0,83,26.74,85,18.78,129,9.85,7,3.24,1,"FALSE"
"1782",201,"no","yes",21,97,32.64,81,20.32,125,5.22,3,4.08,1,"FALSE"
"1783",88,"no","no",0,76,37.09,60,14.39,99,6.35,1,2.16,1,"FALSE"
"1784",85,"no","yes",29,97,24.58,102,11.9,148,7.44,3,2.94,1,"FALSE"
"1785",51,"yes","no",0,108,26.11,85,19.8,92,9.64,4,3.81,0,"TRUE"
"1786",45,"no","yes",29,104,23.09,101,18.91,92,10.6,6,2.13,2,"FALSE"
"1787",116,"no","no",0,69,27.32,106,12.48,144,12.95,5,2.21,0,"FALSE"
"1788",146,"no","yes",31,91,34.43,108,20.52,77,7.63,2,2.11,1,"FALSE"
"1789",63,"no","yes",34,119,25.87,91,19.3,103,8.81,5,3.32,1,"FALSE"
"1790",133,"no","no",0,90,38.66,135,6.22,99,5.14,7,1.27,0,"FALSE"
"1791",125,"no","no",0,115,32.57,108,17.48,123,9.46,3,2.48,2,"FALSE"
"1792",72,"no","no",0,111,23.61,102,17.99,91,8.08,3,2.92,1,"FALSE"
"1793",130,"no","no",0,102,21.59,107,17.59,99,10.43,6,1.65,0,"FALSE"
"1794",97,"no","no",0,87,28.66,105,22.03,123,12.59,4,1.97,1,"FALSE"
"1795",54,"no","no",0,73,48.72,108,18.97,107,9.17,5,3.11,1,"TRUE"
"1796",160,"no","yes",29,121,27.98,108,22.34,131,5.57,4,4.1,1,"FALSE"
"1797",79,"no","no",0,90,24.48,91,11.54,129,9.56,4,3.51,1,"FALSE"
"1798",92,"no","yes",47,95,24.07,130,17.67,95,9.16,11,2.75,0,"FALSE"
"1799",59,"no","no",0,65,34.73,123,21.02,94,9.66,4,3.24,1,"FALSE"
"1800",132,"no","no",0,80,27.74,90,14.25,90,3.94,10,1.67,1,"FALSE"
"1801",21,"no","no",0,110,38.25,111,20.76,93,9.95,4,2.89,0,"FALSE"
"1802",93,"no","no",0,103,29.94,130,16.97,96,11.88,6,2.3,2,"FALSE"
"1803",147,"no","yes",36,78,43.21,105,19.39,125,4.41,7,3.73,5,"FALSE"
"1804",101,"no","no",0,105,29.73,75,22.27,93,9.45,5,2.3,1,"FALSE"
"1805",125,"yes","no",0,118,31.84,111,13.66,112,11.87,2,2.59,0,"TRUE"
"1806",63,"no","no",0,84,36.01,137,19.63,99,9.77,9,2.89,3,"FALSE"
"1807",107,"no","no",0,102,41.12,117,10.79,92,8.35,6,3.16,0,"FALSE"
"1808",110,"no","no",0,103,33.34,123,16.97,71,6.12,1,3.48,3,"FALSE"
"1809",83,"no","no",0,100,39.32,84,17.88,106,9.78,2,3.35,3,"FALSE"
"1810",117,"no","no",0,104,27.47,119,16.69,111,13.27,2,3.73,1,"FALSE"
"1811",124,"no","no",0,103,32.98,116,20.49,153,10.24,5,3.21,0,"FALSE"
"1812",115,"no","no",0,148,18.65,87,19.02,96,10.81,8,4.16,3,"FALSE"
"1813",156,"yes","no",0,119,47.09,106,20.26,96,4.25,3,2.24,1,"FALSE"
"1814",89,"no","no",0,83,32.66,88,13.91,138,7.64,3,1.65,0,"FALSE"
"1815",72,"no","no",0,147,33.73,121,18.44,125,5.08,4,3.54,0,"FALSE"
"1816",101,"no","yes",42,82,35.56,74,13.57,100,8.17,3,2.57,0,"FALSE"
"1817",53,"no","no",0,98,31.42,125,18.39,116,6.35,3,4.97,2,"FALSE"
"1818",116,"no","no",0,119,28.53,123,12.07,128,8.58,4,1.97,2,"FALSE"
"1819",78,"no","no",0,140,23.66,113,16.27,125,12.89,3,3.19,3,"FALSE"
"1820",117,"no","yes",17,82,37.62,100,14.25,87,11.82,4,1.19,0,"FALSE"
"1821",56,"no","no",0,84,20.67,115,14.05,95,10.98,2,2.4,1,"FALSE"
"1822",123,"no","yes",39,99,45.97,110,20.83,113,4.9,7,4.16,1,"FALSE"
"1823",127,"no","no",0,94,23.73,112,20.48,88,5.72,4,2.38,2,"FALSE"
"1824",116,"no","yes",23,78,43.01,121,11.81,104,12.5,3,3.19,2,"FALSE"
"1825",138,"no","yes",26,83,31.26,93,20.46,125,8.36,3,4.05,1,"FALSE"
"1826",120,"no","no",0,108,34.56,66,22.09,103,5.22,2,2.11,3,"FALSE"
"1827",102,"no","no",0,106,34.1,127,12.96,128,8.97,2,2.08,3,"FALSE"
"1828",95,"no","no",0,96,28.49,89,14.96,113,11.29,6,3.62,2,"FALSE"
"1829",102,"no","no",0,67,26.61,103,17.37,72,6.39,2,2.67,2,"FALSE"
"1830",89,"no","yes",25,140,36.57,69,16.78,117,7.29,10,2.86,1,"FALSE"
"1831",50,"no","no",0,82,51.29,118,14.2,89,3.25,6,2.84,1,"FALSE"
"1832",93,"no","yes",42,90,25.89,102,22.74,130,12.01,5,3.05,7,"FALSE"
"1833",68,"no","no",0,116,33.22,101,18.03,134,6.23,11,4.08,1,"FALSE"
"1834",70,"no","no",0,97,35.48,83,23.42,122,8.21,3,2.16,2,"FALSE"
"1835",138,"no","yes",29,87,32.32,123,18.97,130,11.53,6,3.83,0,"FALSE"
"1836",141,"no","yes",37,87,31.52,128,15.17,107,9.82,3,2.16,4,"FALSE"
"1837",112,"no","yes",17,95,31.14,125,21.49,95,7.05,3,2.62,0,"FALSE"
"1838",117,"yes","no",0,100,9.21,84,25.77,84,7.73,2,2.32,1,"TRUE"
"1839",1,"no","yes",26,115,35.36,113,15.73,144,8,9,2.19,1,"FALSE"
"1840",70,"no","no",0,110,39.15,87,6.62,105,11.12,4,3.56,1,"FALSE"
"1841",87,"no","yes",22,102,40.94,106,6.45,115,10.11,3,1.92,2,"FALSE"
"1842",52,"no","yes",21,119,33.27,95,9.03,94,7.08,3,1.43,2,"FALSE"
"1843",97,"no","no",0,82,46.94,106,17.09,73,10.41,4,2.4,0,"TRUE"
"1844",105,"no","no",0,93,28.24,106,14.95,55,10.96,3,4.37,2,"FALSE"
"1845",77,"no","yes",28,117,23.1,102,20.78,74,9.34,3,3.11,4,"TRUE"
"1846",80,"yes","no",0,122,32.15,92,18.97,116,12.11,3,3.75,2,"TRUE"
"1847",120,"no","yes",43,117,30.24,70,14.88,117,7.26,4,3.11,1,"FALSE"
"1848",54,"no","yes",39,73,24.46,117,17.88,117,5.81,8,3.38,2,"FALSE"
"1849",148,"yes","no",0,138,25.19,123,13.57,62,8.88,3,2.32,2,"FALSE"
"1850",119,"no","no",0,115,48.81,99,13.54,86,9.76,1,3.75,2,"TRUE"
"1851",162,"no","yes",26,144,30.55,129,18.54,105,9.55,8,2.51,1,"TRUE"
"1852",85,"no","no",0,96,28.19,141,16.15,116,6.48,3,2.94,5,"TRUE"
"1853",101,"no","yes",25,144,24.5,105,14.25,107,10.8,3,3.92,1,"FALSE"
"1854",172,"no","no",0,85,29.33,71,21.51,113,9.97,6,1.59,0,"FALSE"
"1855",80,"no","no",0,138,33.97,91,14.2,94,12.23,4,1.49,1,"FALSE"
"1856",67,"no","no",0,134,18.55,76,12.1,86,4.1,5,2.94,2,"FALSE"
"1857",86,"no","no",0,106,29.21,44,25.64,108,6.27,5,2.62,1,"FALSE"
"1858",107,"no","no",0,101,37.79,111,24.31,117,11.22,4,3.27,1,"TRUE"
"1859",133,"no","no",0,102,41.79,90,22.5,103,5.03,7,3.02,0,"FALSE"
"1860",116,"no","no",0,110,27.98,103,23,109,10.37,3,2.16,0,"FALSE"
"1861",63,"no","no",0,107,35.99,77,23.09,108,9.15,7,2,0,"FALSE"
"1862",119,"yes","yes",16,103,25.02,96,13.61,120,8.28,2,2.08,0,"TRUE"
"1863",133,"yes","no",0,103,43.3,80,21.44,103,8.01,3,2.16,0,"TRUE"
"1864",94,"yes","no",0,113,28.92,94,23.1,78,4.98,4,2.35,1,"FALSE"
"1865",69,"no","no",0,91,33.17,57,22.23,90,9.17,5,3.08,0,"FALSE"
"1866",146,"no","no",0,83,25.38,130,15.9,100,6.74,4,2.13,7,"TRUE"
"1867",119,"no","no",0,75,13.92,114,21.57,125,9.59,1,2.4,2,"TRUE"
"1868",142,"yes","yes",25,109,32.49,120,12.72,60,10.25,3,2.65,0,"FALSE"
"1869",123,"no","no",0,115,35.17,86,19.07,60,8.88,2,2.24,3,"FALSE"
"1870",101,"no","no",0,156,40.63,106,23.21,93,12.52,8,3.65,1,"TRUE"
"1871",43,"no","no",0,97,30.48,126,21.48,114,10.24,5,2.16,0,"FALSE"
"1872",69,"no","no",0,91,31.5,88,18.62,107,10.96,5,1.49,0,"FALSE"
"1873",15,"yes","no",0,80,24.04,76,10.53,88,14.56,3,2.19,2,"FALSE"
"1874",107,"no","yes",25,91,42.26,115,10.14,83,8.74,1,3.24,1,"FALSE"
"1875",67,"no","no",0,131,25.93,107,21.45,104,8.34,3,1.32,2,"FALSE"
"1876",99,"no","no",0,102,24.75,87,19.63,86,8.17,7,3.08,1,"FALSE"
"1877",46,"no","no",0,116,27.91,153,16.68,119,10.62,1,2.19,1,"FALSE"
"1878",55,"yes","no",0,115,37.57,97,14.06,117,10.59,4,2.62,1,"FALSE"
"1879",39,"no","no",0,126,50.22,117,19.73,123,9.2,2,3.11,1,"TRUE"
"1880",92,"no","no",0,98,23.77,143,14.87,135,9.07,7,2.54,2,"FALSE"
"1881",56,"no","no",0,99,27.59,78,12.67,115,11.5,1,4,4,"TRUE"
"1882",76,"no","no",0,97,46.36,95,20.09,105,10.6,2,2.08,0,"TRUE"
"1883",132,"yes","yes",33,75,34.05,67,19.26,91,8.95,3,3.48,2,"FALSE"
"1884",140,"no","yes",28,77,26.71,97,14.65,94,8.3,9,3,1,"FALSE"
"1885",51,"yes","yes",12,60,23.09,134,17.05,98,8.66,7,3.32,2,"FALSE"
"1886",27,"no","no",0,110,40.24,92,19.71,85,7.41,6,3.43,1,"FALSE"
"1887",224,"no","no",0,133,18.94,66,14.88,106,9.77,6,1.49,3,"FALSE"
"1888",105,"yes","yes",28,89,26.54,114,9.1,95,7.55,3,3.97,0,"TRUE"
"1889",117,"no","no",0,93,32.49,56,24.04,118,3.82,4,3.24,2,"FALSE"
"1890",91,"no","no",0,123,26.01,127,11.99,76,7.72,15,2.78,1,"TRUE"
"1891",135,"no","no",0,123,37.2,64,20.64,80,3.86,3,2.78,4,"FALSE"
"1892",146,"no","no",0,101,34.92,77,11.47,83,13.97,2,2.78,3,"FALSE"
"1893",147,"yes","no",0,111,38.28,98,15.72,146,6.44,1,2.67,0,"TRUE"
"1894",68,"no","no",0,127,42.48,118,21.63,98,12.29,6,2.4,2,"TRUE"
"1895",68,"no","no",0,89,22.37,109,11.65,107,11.53,5,2.75,3,"FALSE"
"1896",86,"no","yes",21,99,33.64,100,14.08,120,9.36,9,2.73,0,"FALSE"
"1897",131,"no","no",0,129,28.31,107,17.87,93,11.57,5,2.67,1,"FALSE"
"1898",86,"no","yes",29,79,38.32,112,15.9,112,12.65,3,3.48,1,"FALSE"
"1899",159,"no","no",0,103,46.89,108,16.11,93,10.08,5,2,2,"TRUE"
"1900",134,"no","yes",40,105,24.29,61,7.53,96,13.05,6,2.92,1,"FALSE"
"1901",113,"no","no",0,113,35.22,80,21.76,87,9.49,1,2.67,1,"FALSE"
"1902",132,"no","no",0,100,35.05,118,17.95,122,8.83,6,2.75,1,"FALSE"
"1903",85,"no","no",0,66,35.75,76,16.64,82,9.97,7,3.02,1,"FALSE"
"1904",93,"yes","yes",38,117,38.37,122,10.17,125,8.69,7,3.78,1,"TRUE"
"1905",174,"no","yes",33,91,28.53,91,17.45,132,5.85,4,3.92,4,"TRUE"
"1906",61,"no","no",0,118,33.61,96,12.94,93,9.95,3,1.89,2,"FALSE"
"1907",91,"no","yes",39,105,28.87,116,5.54,92,6.5,4,2.94,1,"FALSE"
"1908",88,"no","yes",28,104,32.4,105,20.17,116,9.52,1,2.65,2,"FALSE"
"1909",88,"no","yes",45,140,13.65,101,13.03,123,13.91,3,3.46,2,"FALSE"
"1910",195,"no","yes",36,110,39.39,88,19.13,89,9.08,2,3.27,0,"FALSE"
"1911",182,"no","no",0,114,11.75,109,19.58,96,11.55,4,1.76,0,"FALSE"
"1912",118,"no","no",0,60,32.1,64,18.48,100,9.9,7,2.21,4,"FALSE"
"1913",103,"no","no",0,125,25.6,126,14.37,104,9.95,8,2.81,8,"TRUE"
"1914",65,"no","no",0,89,32.64,88,11.86,102,8.43,4,1.49,2,"FALSE"
"1915",61,"no","yes",25,78,27.83,112,9.62,118,6.03,3,2.67,3,"FALSE"
"1916",172,"no","no",0,100,35.99,101,16.89,136,13.58,9,1.76,1,"FALSE"
"1917",72,"no","no",0,103,29.84,120,11.25,96,10.93,3,3.19,1,"FALSE"
"1918",113,"no","no",0,120,25.52,85,17.01,105,12,3,2.97,2,"FALSE"
"1919",177,"no","no",0,99,32.22,117,14.99,112,10.17,2,3.83,1,"FALSE"
"1920",100,"no","no",0,94,12.04,102,18.33,125,10.39,1,2.57,6,"TRUE"
"1921",67,"no","no",0,102,36.64,95,16.21,106,9.65,6,2.32,1,"FALSE"
"1922",136,"no","no",0,105,17.29,99,17.24,119,6.13,6,2.54,3,"FALSE"
"1923",71,"no","no",0,132,43.93,119,10.78,87,8.21,8,2.62,4,"FALSE"
"1924",134,"no","no",0,126,41.21,115,13,115,14.32,6,3.19,1,"FALSE"
"1925",124,"no","no",0,82,22.41,119,24.17,101,13.75,2,3.05,1,"FALSE"
"1926",84,"no","no",0,102,32.33,141,16.8,102,11.14,6,2.65,2,"FALSE"
"1927",39,"no","no",0,104,26.2,112,17.36,92,8.83,4,2.65,2,"FALSE"
"1928",110,"no","no",0,127,31.96,118,7.69,64,6.76,3,4.13,3,"FALSE"
"1929",102,"no","no",0,70,17.53,129,23.38,92,6.35,5,3.02,1,"FALSE"
"1930",70,"no","no",0,130,29.82,130,13.56,96,11.73,4,3.13,0,"FALSE"
"1931",142,"no","no",0,93,24.72,98,17.77,96,9.63,1,2.94,1,"FALSE"
"1932",81,"yes","no",0,85,42.6,50,15.97,131,5.41,5,2.11,1,"FALSE"
"1933",17,"no","no",0,123,27.46,81,18.21,106,14.18,5,2.32,1,"FALSE"
"1934",119,"no","no",0,101,44.22,68,21.8,89,10.31,2,2.7,1,"TRUE"
"1935",105,"no","no",0,124,47.82,96,25.63,109,9.13,3,2.35,0,"TRUE"
"1936",108,"yes","yes",42,90,22.12,128,14.2,80,11.01,5,3.67,3,"TRUE"
"1937",90,"no","no",0,118,17.34,134,9.63,105,8.49,3,3.08,2,"FALSE"
"1938",100,"no","yes",33,104,37.18,144,13.18,117,4.46,4,3.27,1,"FALSE"
"1939",155,"no","yes",30,86,21.85,91,16.01,85,11.45,6,1.84,1,"FALSE"
"1940",113,"no","no",0,100,21.88,67,19.3,135,8.01,4,2.48,2,"TRUE"
"1941",123,"no","no",0,92,29.27,76,13.82,101,11.26,4,2.35,1,"FALSE"
"1942",145,"no","no",0,124,33.86,86,10.71,135,13.01,3,2.05,1,"FALSE"
"1943",42,"no","no",0,98,31.37,93,17.04,91,12.56,3,2.38,2,"FALSE"
"1944",125,"no","no",0,99,28.66,107,14.93,92,10.95,7,2.94,0,"FALSE"
"1945",131,"no","yes",30,118,29.58,81,17.45,90,9.82,3,1.81,1,"FALSE"
"1946",107,"no","no",0,65,39.17,80,21.88,88,4.83,3,2.3,1,"FALSE"
"1947",48,"no","no",0,73,33.69,115,17.24,73,6.59,5,1.38,1,"FALSE"
"1948",76,"no","no",0,96,31.64,100,17.99,100,10.38,4,2.16,0,"FALSE"
"1949",128,"no","no",0,105,25.25,106,20.66,114,11.48,2,1.84,1,"FALSE"
"1950",73,"no","no",0,109,26.71,83,22.85,91,8.17,8,2.7,0,"FALSE"
"1951",52,"no","no",0,110,26.35,104,11.34,84,7.92,4,1.89,4,"TRUE"
"1952",126,"yes","yes",26,123,21.98,114,15,102,6.95,7,2.59,1,"FALSE"
"1953",124,"no","no",0,77,32.05,123,15.47,127,9.82,6,1.65,1,"FALSE"
"1954",137,"no","no",0,120,35.5,100,19.15,130,9.97,5,3,0,"FALSE"
